x0,x1,cluster
9.49587, 13.6213,3
10.9035, 10.4271,3
11.3324, 0.40369,0
11.518, 8.86823,1
12.0948, 2.03084,0
3.1878, 13.5524,2
10.233, 1.49229,0
11.1124, 8.94575,1
11.7374, -0.153522,0
11.8066, 14.3283,3
14.5483, 11.613,3
9.63363, 7.6236,1
11.3765, -0.332838,0
-0.0867243, 8.37697,2
7.76871, 6.17511,1
12.0704, 3.93027,0
4.27383, 15.5688,2
10.9782, 7.42124,1
4.37041, 13.5991,2
10.4685, 7.9288,1
8.46705, 10.4274,1
-0.0844955, 8.34826,2
14.0369, 9.21063,1
9.10111, -1.97441,0
12.0743, 7.65944,1
4.75459, 13.2545,2
2.15831, 12.5376,2
4.09066, 14.6577,2
3.4476, 15.1866,2
8.44093, -0.726162,0
11.5786, 8.61772,1
11.614, 3.48597,0
1.57598, 10.0371,2
3.84113, 12.7042,2
10.0854, 11.8678,3
6.33589, 10.6754,2
6.89624, 13.2994,2
10.4801, 0.850356,0
9.92734, 7.80383,1
11.5473, 8.52433,1
2.63959, 14.0608,2
2.5975, 14.9648,2
1.84751, 11.7334,2
8.54739, 5.89757,1
2.02968, 10.6131,2
9.38162, 10.2228,1
11.8535, 7.19031,1
10.5261, 14.689,3
4.25074, 14.8328,2
4.16155, 11.5756,2
9.27857, 12.6589,3
9.72461, 4.87708,1
4.00338, 14.3139,2
10.4314, 1.04311,0
2.63843, 13.1969,2
3.41627, 13.8082,2
3.65292, 11.8377,2
2.50188, 10.4291,2
3.43589, 14.6511,2
9.41948, 2.69924,0
2.96119, 11.6664,2
7.83963, 11.1199,1
11.6775, 13.4227,3
10.845, -0.321659,0
8.55237, 5.30946,1
8.72551, 6.9322,1
1.97132, 11.6773,2
15.095, 12.6364,3
8.91953, 11.9637,3
11.7593, 10.531,3
0.430591, 12.1654,2
9.17584, 11.9905,3
9.38396, 15.8519,3
10.3225, 7.3256,1
11.0729, 0.556749,0
12.8452, 2.9372,0
11.9442, 0.242509,0
12.6301, 7.3817,1
3.8031, 13.9852,2
1.73913, 12.5738,2
3.66988, 14.3057,2
11.1749, 0.0762122,0
11.2659, 8.98497,1
10.5394, 6.88553,1
12.329, 10.3122,3
11.3091, 8.8704,1
12.4184, 14.7915,3
9.57483, -0.00568207,0
2.45443, 12.1259,2
2.86179, 12.4036,2
10.2778, -1.82427,0
13.5727, 11.1165,3
5.44124, 13.2358,2
2.0623, 9.81567,2
12.828, 1.94529,0
13.801, 12.9279,3
9.21045, 6.90084,1
4.18229, 14.1815,2
13.6304, 3.78611,0
12.6219, 0.934069,0
9.21136, 7.65547,1
11.2944, 8.52139,1
1.91409, 9.41982,2
3.80746, 12.7795,2
1.55706, 11.3752,2
9.39408, 9.78741,1
2.63212, 14.2738,2
4.52378, 14.338,2
10.4066, -0.0312083,0
3.35, 15.3504,2
11.974, 1.78631,0
1.76316, 12.3883,2
12.7022, 14.51,3
10.7546, 3.06936,0
12.7188, 4.39906,1
2.2647, 12.6469,2
9.14365, 4.40176,1
10.9664, 12.4994,3
7.05315, 10.5945,1
12.5557, 2.09774,0
3.67633, 14.5918,2
10.8119, 12.8841,3
10.8385, 2.34109,0
3.46097, 13.1202,2
9.75637, 7.03594,1
11.3926, 6.53499,1
9.84771, 1.64783,0
10.7598, -0.49237,0
10.6737, -1.82029,0
11.5135, 10.5226,3
1.94365, 12.3504,2
1.15661, 10.9085,2
10.001, 14.9876,3
11.6182, -1.07684,0
2.27139, 8.85988,2
10.7562, 1.03886,0
2.68539, 12.4369,2
11.1048, 0.888056,0
3.83646, 11.4719,2
11.0715, -0.0439167,0
11.3426, -0.266676,0
11.0718, 9.41725,1
1.36201, 13.6462,2
5.02259, 14.697,2
2.24817, 9.30465,2
3.84312, 13.4364,2
1.74524, 13.4344,2
10.2464, 8.25064,1
11.6328, 13.4108,3
10.7553, 1.36949,0
2.93026, 12.783,2
0.840123, 12.0681,2
9.59266, 9.10733,1
10.5648, 6.69921,1
12.5662, 10.0195,3
9.6259, 8.19803,1
9.87246, 11.0614,3
12.4805, 11.8892,3
0.229592, 9.7117,2
10.1384, -1.26989,0
2.58086, 13.7754,2
10.3703, 7.2642,1
9.09789, -0.000577202,0
1.09818, 13.3239,2
12.1125, 0.214104,0
7.5233, 4.38853,1
10.8424, 1.24271,0
10.8353, 12.5076,3
2.80617, 12.9617,2
12.1572, 14.8097,3
11.3177, 9.03355,1
1.65054, 12.1165,2
1.40364, 11.7673,2
11.0774, 16.116,3
10.33, -1.80722,0
0.817504, 7.98713,2
3.04028, 12.7196,2
10.8012, 14.2355,3
3.33192, 12.5554,2
9.83462, 0.343676,0
11.6051, 9.46451,1
4.13261, 14.239,2
10.2299, 6.3432,1
8.5772, 7.18489,1
2.40319, 14.0216,2
10.7684, 7.29464,1
9.72046, -0.248962,0
8.7523, 5.94161,1
2.98854, 10.7188,2
2.69232, 9.65347,2
2.32222, 12.8035,2
8.2576, 9.95232,1
9.40092, 7.07626,1
12.261, 0.779725,0
9.89432, 5.11823,1
13.545, 10.5926,3
14.6233, 12.0984,3
3.36359, 12.896,2
4.35299, 12.8274,2
11.3446, 12.1147,3
12.5294, 10.9376,3
3.99094, 14.2817,2
15.5238, 12.333,3
6.80493, 10.2198,1
14.1137, 13.6522,3
3.59127, 13.7432,2
10.1943, 13.6018,3
15.7759, 12.6967,3
10.4597, 7.06435,1
6.17468, 14.8122,2
13.7877, 14.3478,3
4.51596, 14.9405,2
10.8566, 0.340322,0
11.6731, 10.375,3
10.4677, -0.978639,0
11.2181, 7.04643,1
11.5304, 0.120373,0
0.688621, 13.127,2
10.4834, -0.776604,0
10.0942, 0.920475,0
10.1509, 7.21083,1
2.71247, 9.67516,2
3.82491, 13.6414,2
9.65377, 7.17604,1
10.8725, 15.2324,3
1.83924, 10.6876,2
10.3419, 9.08461,1
10.803, 8.35216,1
10.0302, -0.0921836,0
3.95701, 12.6614,2
10.0923, 15.2168,3
9.24576, 17.6096,3
12.1425, 9.86301,1
3.50498, 13.8729,2
8.92071, 10.0508,1
9.99356, -0.164036,0
11.3655, -0.0631675,0
5.97962, 12.3718,2
4.45283, 11.784,2
10.8718, 8.6244,1
0.670422, 11.9995,2
11.9595, 8.83132,1
10.0754, 11.7862,3
12.0995, 13.4487,3
2.7434, 13.6528,2
10.366, 10.1452,1
1.62578, 14.3213,2
11.822, 10.7789,3
7.78615, 15.3246,3
2.08425, 12.4295,2
3.76358, 14.4038,2
11.8766, 0.733383,0
10.3694, 0.0475825,0
10.0497, 16.6486,3
11.3443, 9.96774,1
9.90159, 3.54907,0
1.1836, 12.2083,2
4.09684, 13.2519,2
11.9513, 14.1986,3
2.83568, 12.4484,2
9.98478, 6.62458,1
10.8513, -1.74507,0
2.98426, 11.4521,2
11.0739, 3.75714,0
10.8689, 3.42328,0
1.54498, 10.8064,2
15.2444, 12.9577,3
10.9256, 7.64639,1
9.46552, 0.72171,0
0.755069, 11.0003,2
11.2917, -0.292687,0
1.2873, 8.78967,2
1.38202, 9.57026,2
4.34788, 14.995,2
12.6955, 9.75232,1
10.5355, 6.01676,1
3.30209, 13.475,2
9.02879, 5.54472,1
10.7595, 3.19155,0
4.51366, 14.7254,2
10.0179, 9.14998,1
10.1996, 6.48958,1
2.81233, 12.6987,2
3.52469, 13.6899,2
3.67086, 13.8926,2
13.3231, 9.43151,1
10.5903, 1.37512,0
3.90976, 15.6064,2
9.83704, 6.52861,1
11.5109, -2.80365,0
12.3822, 0.547306,0
13.5102, 15.5631,3
9.24957, 6.63307,1
2.15317, 13.5463,2
11.4574, 12.4883,3
2.26632, 14.1479,2
3.65614, 13.0892,2
10.6101, 0.732672,0
1.91989, 12.1738,2
11.4648, 3.12082,0
1.54005, 11.1294,2
10.7418, -0.77325,0
2.64717, 9.47023,2
2.74807, 11.2143,2
2.08085, 11.5949,2
8.78319, -3.45471,0
8.17031, 12.6585,3
1.09315, 12.5925,2
4.90545, 15.1337,2
11.1951, -0.570298,0
0.373174, 12.3761,2
11.0653, 1.3983,0
1.71201, 9.60749,2
12.4327, 9.8227,1
11.4148, 8.32451,1
8.40436, 7.44059,1
1.98263, 13.6999,2
0.300302, 11.0037,2
2.43932, 13.6978,2
2.39533, 11.1065,2
13.1227, 1.04491,0
10.3773, 0.10338,0
10.5077, -0.150667,0
10.1984, -0.634212,0
11.1961, 7.57849,1
9.56122, 9.09559,1
3.80334, 14.5853,2
9.07723, 13.8516,3
3.23581, 14.9144,2
0.0400716, 12.5513,2
7.93488, 16.1524,3
10.3366, 11.2971,3
9.85401, 1.79585,0
13.397, 3.82671,0
7.8202, 6.78647,1
3.29234, 13.3533,2
3.50924, 11.4365,2
8.41186, 8.96809,1
11.0434, 7.1601,1
10.9037, 14.0259,3
2.74486, 13.3108,2
3.70286, 14.0387,2
8.66919, 6.47599,1
-0.604528, 13.0629,2
11.248, 8.037,1
9.28417, 2.57862,0
12.751, 13.2219,3
10.3654, 1.26057,0
10.0163, 6.70551,1
10.4508, 7.27363,1
1.33237, 10.3223,2
11.8588, 16.5308,3
4.01982, 14.2518,2
3.00792, 11.5812,2
3.30809, 13.6221,2
13.4021, 10.4794,3
9.31275, 14.8213,3
9.53994, 11.7862,3
11.2338, -0.156233,0
11.5271, -1.38074,0
11.0855, 0.616399,0
8.98127, 9.39236,1
7.53665, 6.28068,1
11.511, 0.214196,0
10.7951, -1.90958,0
9.46179, 7.46213,1
9.62133, 10.0873,1
1.52342, 13.305,2
13.2518, 10.6411,3
12.866, 0.477051,0
3.15549, 13.115,2
10.0174, 6.74507,1
11.4199, 2.42512,0
0.212341, 9.62801,2
14.1688, 14.1606,3
3.01918, 15.0724,2
8.28619, 6.23054,1
2.71059, 9.15038,2
1.92596, 12.4893,2
10.5898, 9.5755,1
12.7584, 2.53054,0
0.748096, 11.627,2
9.17711, 0.0314412,0
12.3096, 9.9746,1
-0.163459, 9.67479,2
10.116, 8.444,1
5.15409, 14.7215,2
4.80983, 14.4724,2
10.5648, 13.5366,3
9.94893, 1.99886,0
4.30647, 13.5779,2
11.0602, 7.49417,1
11.1058, 5.78568,1
9.96338, 7.92945,1
10.9437, 7.34257,1
13.4073, 15.3848,3
4.51435, 13.8626,2
14.5783, 11.1632,3
8.50992, 9.59439,1
4.82291, 13.7635,2
11.298, 6.78178,1
11.7762, 7.90927,1
10.6099, 9.52199,1
13.777, 10.2627,3
3.03459, 14.7283,2
11.1105, 6.13884,1
9.94811, 13.3613,3
9.89965, 0.946208,0
9.43009, 1.38502,0
12.6962, 2.47362,0
9.94156, 7.44791,1
1.64401, 11.3197,2
11.4234, 13.6159,3
9.65843, 0.431992,0
2.3363, 9.35266,2
12.8985, 11.0759,3
4.31717, 10.0009,2
9.12084, 8.17333,1
0.64204, 14.0491,2
2.78457, 13.6572,2
12.5289, 13.8337,3
3.23955, 11.9281,2
4.4086, 14.0368,2
3.20426, 13.0469,2
9.04144, 13.081,3
10.9362, 9.60817,1
2.22573, 12.7725,2
12.3805, 7.60774,1
8.26862, 7.13038,1
3.55228, 12.8695,2
3.96234, 12.1014,2
10.729, 11.4406,3
11.3025, 7.45421,1
2.97891, 12.7682,2
10.3377, -1.55565,0
9.52371, 7.91211,1
3.7204, 14.6224,2
2.58228, 13.7064,2
8.89662, 7.02125,1
11.8527, -0.365419,0
12.9639, 11.423,3
11.4446, 1.26136,0
10.2833, -0.370541,0
8.63732, 6.23992,1
10.2887, 12.0877,3
8.76303, 9.93695,1
0.611945, 11.785,2
13.6629, 12.8428,3
10.0707, 8.08539,1
1.80388, 13.2198,2
10.57, -1.41223,0
10.782, 0.543559,0
10.0771, 5.86933,1
12.4439, 0.438778,0
4.09854, 14.0735,2
3.35842, 12.4541,2
2.02583, 12.1326,2
2.67532, 13.8257,2
9.34541, 7.85522,1
7.64542, -2.95279,0
10.0288, 8.23319,1
11.0059, -0.144359,0
3.38783, 13.8963,2
2.94709, 13.6167,2
10.7904, 2.11018,0
10.6632, 6.60432,1
3.09031, 15.1261,2
8.5968, 1.38999,0
4.12319, 14.5609,2
11.9939, 1.12253,0
9.83929, -2.31251,0
11.0691, 13.6297,3
2.34988, 12.4477,2
13.0532, 10.4575,3
4.48646, 15.084,2
10.4385, 1.44022,0
12.0261, 16.0253,3
12.3715, -0.290019,0
2.70944, 14.7434,2
10.5323, -0.406566,0
9.09624, 8.42774,1
11.1948, 7.88439,1
3.29954, 14.0534,2
11.4563, 7.8422,1
2.08383, 9.69196,2
-0.0518936, 8.78909,2
12.4456, -0.177168,0
11.0335, 12.9144,3
4.29123, 11.2865,2
12.8525, 12.6491,3
10.6222, 12.303,3
10.0365, 2.32314,0
3.57471, 13.2633,2
14.4103, 9.86182,3
15.2483, 10.7891,3
3.70543, 14.6159,2
12.3907, 13.3903,3
10.2939, 2.74394,0
11.5244, 8.72018,1
15.3615, 16.3895,3
10.8064, 1.15856,0
3.26115, 13.3855,2
11.0794, 12.6526,3
11.4988, 9.56951,1
2.89343, 11.6314,2
11.091, 2.12627,0
2.5212, 12.3669,2
12.1288, 5.04368,1
2.58584, 11.6311,2
2.4987, 13.0915,2
-0.742509, 10.7778,2
14.2773, 13.984,3
12.2107, 10.0507,3
10.9247, -0.341296,0
3.73631, 12.0599,2
10.8973, 9.78433,1
3.37616, 13.0595,2
7.94526, 11.5465,3
2.58285, 11.8686,2
9.68367, 8.20222,1
8.78189, 12.7096,3
10.4399, 9.78563,1
0.574079, 12.3845,2
3.49597, 13.6758,2
-1.68225, 8.35162,2
3.78828, 14.3133,2
1.04939, 14.3174,2
2.99904, 14.7281,2
0.244791, 10.5438,2
10.0304, 6.23761,1
9.95726, 6.80183,1
3.23801, 13.2608,2
11.0019, 1.66598,0
3.37601, 10.8197,2
3.13708, 13.9624,2
10.4421, 1.31105,0
9.97514, 14.2937,3
3.14538, 13.5245,2
8.18341, 6.98765,1
10.2729, 11.4051,3
1.99489, 11.6316,2
9.48542, 6.03083,1
14.5666, 11.2684,3
1.91539, 10.3648,2
11.711, 8.28815,1
11.4056, 2.64405,0
3.58979, 14.4905,2
10.6953, 8.23543,1
9.45619, 11.6672,3
11.1253, 7.95769,1
9.36925, 11.045,3
11.7003, 6.78448,1
9.93877, 11.602,3
9.61662, 6.6193,1
10.4762, 10.5171,3
9.68295, 12.6422,3
2.06278, 12.2442,2
10.9413, 16.6571,3
4.11059, 12.2542,2
2.28392, 14.6868,2
3.91077, 14.1513,2
10.3709, 6.63973,1
3.50124, 13.4495,2
3.41695, 13.3195,2
9.48241, 12.6494,3
13.7193, 13.1511,3
1.94287, 11.8534,2
4.55178, 14.8789,2
3.09704, 15.291,2
0.130926, 9.27833,2
11.312, 6.87953,1
10.6956, 7.2751,1
9.9272, 1.55042,0
1.31231, 10.9892,2
11.6367, 1.36223,0
2.72217, 12.5829,2
9.88608, 9.78856,1
3.30443, 14.981,2
12.0166, 8.80204,1
3.8731, 14.1587,2
-1.21529, 11.3623,2
11.7456, 9.60557,1
10.0364, 1.91151,0
9.70957, -0.115351,0
7.82396, 7.39377,1
4.05886, 11.9315,2
10.3404, 0.0376685,0
-2.15858, 9.59468,2
11.656, 7.63924,1
7.95643, 11.3935,3
10.696, 2.08512,0
11.2542, 0.473035,0
4.93507, 14.4052,2
7.80784, 6.0139,1
10.3724, 7.89139,1
9.61047, -1.26363,0
10.8826, -2.61733,0
7.33926, 18.687,3
12.0169, 16.0557,3
2.50738, 12.3304,2
10.4043, 11.3961,3
11.7252, 8.5063,1
9.81564, -0.59193,0
10.4868, 0.155313,0
10.3873, 6.68435,1
2.90749, 12.2992,2
9.26125, 5.03206,1
2.2884, 13.8036,2
7.44029, 7.10112,1
8.53572, 4.79298,1
4.15305, 14.535,2
13.0905, 7.02151,1
