x0,x1,x2,cluster
8.21972, 12.3148, 14.3541,3
19.6607, 6.74719, 11.7249,2
7.7878, 12.121, 15.1977,3
11.9897, 5.13933, 4.54951,2
8.10666, 13.2927, 12.2169,3
8.81327, 11.307, 14.9405,3
10.3279, 1.93404, 8.59794,2
16.1984, 3.71335, 9.20949,2
-4.64155, 11.3026, -0.982816,1
4.08875, 8.23789, 6.93071,3
1.23241, -0.275544, 4.43192,0
-6.00845, 9.86238, 3.58668,1
14.6843, 4.37287, 5.23245,2
17.3693, 10.792, 11.2328,2
2.64184, 2.33589, 7.56637,0
4.90542, 0.559515, 7.16206,0
3.26533, 9.98872, 9.81122,3
5.20921, 11.4748, 11.0197,3
5.58278, 11.7399, 13.2475,3
9.1219, 11.2038, 12.9176,3
1.51596, 0.589687, 7.19157,0
1.34866, 0.666624, 6.46203,0
-2.23944, 11.6536, 1.85423,1
7.30697, 10.2164, 11.8419,3
4.5675, 10.2007, 10.4586,3
6.76568, 11.909, 11.7948,3
7.21793, 10.0761, 12.8612,3
6.62218, 6.48834, -5.95823,1
0.71434, 0.824124, 6.08961,0
2.26826, 9.85417, 9.98178,3
17.5561, 4.7567, 11.0053,2
5.40901, 8.14169, 5.39044,3
1.34704, -0.241722, 7.23631,0
3.90252, 8.82372, 9.12375,3
6.25649, 10.3723, 8.54553,3
2.17935, 1.25814, 9.08938,0
2.13456, -0.190284, 5.99324,0
4.18205, 11.0874, 10.5071,3
1.89744, 10.3209, 11.8705,3
11.333, 6.26763, 6.49033,2
3.51905, 0.846009, 5.42505,0
5.71147, 12.2212, 8.32841,3
9.05844, 9.68193, 10.6704,3
12.8318, 1.45928, 8.20894,2
2.49575, 0.91247, 5.54483,0
14.2039, 7.81855, 11.5437,2
-1.04238, 5.79388, -8.24659,1
19.7427, 18.2145, 9.83242,2
-3.27162, 2.95284, 1.43803,0
2.82414, 3.62211, 8.84268,0
-6.07671, 12.5344, 12.8533,3
5.54819, 9.38408, 11.4604,3
5.77784, 13.7471, 3.84273,3
1.72088, 2.33197, 5.66015,0
2.76858, 1.23543, 7.79873,0
11.4927, 3.91926, 6.43065,2
1.57257, 1.33823, 5.16215,0
12.7142, 2.05688, 8.39247,2
3.09783, 3.29314, 8.21913,0
7.11426, 11.6542, 9.0018,3
5.66785, 10.1149, 7.94476,3
2.98867, 13.3798, 2.3858,1
-1.30465, 0.26741, 5.33363,0
15.6512, 2.44857, 6.6734,2
6.86956, 5.75511, -10.1989,1
4.43475, 11.3311, 10.249,3
4.56152, 9.25955, 8.56801,3
2.44925, 8.89653, 8.25542,3
1.87581, 0.980563, 6.42827,0
8.39781, 10.8991, 12.2729,3
0.0455185, 3.33449, 8.42173,0
11.3815, 0.787517, 7.08588,2
5.34622, 9.02561, 11.6931,3
5.29758, 10.4748, 12.2243,3
15.6623, 3.10501, 7.16287,2
4.68039, 11.8449, 9.62803,3
0.394112, 11.1516, 9.59583,3
11.1878, 1.36252, 5.56789,2
11.717, 4.08554, 10.1133,2
13.7631, -0.406787, 4.6665,2
1.96863, 2.10495, 8.99596,0
7.43452, 10.0664, 14.0386,3
7.85294, 15.994, -0.93438,1
2.8194, 7.4532, -2.25975,1
6.51671, 8.66067, 12.4309,3
7.62321, 10.8407, 12.4754,3
7.75492, 11.142, 12.6321,3
8.10485, 9.43295, 13.2584,3
2.57227, 1.57801, 7.23169,0
3.69566, 10.705, 11.8673,3
7.41069, 13.7256, 11.3283,3
12.2343, 5.89621, 6.51875,2
5.35586, 11.3742, 11.2986,3
1.00196, 8.27659, 6.22124,0
3.88488, 3.55105, 9.02412,0
15.5275, 13.9998, 12.3383,2
6.77475, 12.4098, 9.99472,3
6.75088, 10.7331, 13.3902,3
1.14177, -1.01006, 5.36248,0
5.03141, 10.4123, 12.0097,3
4.32072, 10.0913, 10.6998,3
3.25994, 1.50987, 7.2027,0
4.9322, 9.88444, 8.65468,3
0.869587, 12.5145, 1.08994,1
-11.7086, 10.4122, 7.58907,1
8.70858, 11.2115, 7.38599,3
14.6944, 3.3159, 7.43653,2
12.9088, 6.26949, 14.3748,2
4.31692, 8.83714, 10.9993,3
5.38702, 11.6825, 11.5874,3
9.81325, 13.326, 21.5518,3
7.77258, 8.46168, 12.3005,3
3.0884, 8.41312, 9.33673,3
6.64109, 9.76887, 13.946,3
8.23254, 11.8944, 15.1403,3
2.9617, 1.7548, 6.72607,0
3.75346, 10.4395, 5.4067,3
5.66562, 12.696, 7.20775,3
11.9997, 5.66169, 11.1529,2
4.78776, 2.98455, 8.51138,0
1.47387, 0.119995, 6.76108,0
6.456, 16.0741, 15.4396,3
3.90989, 10.4146, 10.6612,3
1.21373, 1.9576, 7.06098,0
-2.28649, 2.13735, 1.80604,0
12.9453, 5.79351, -2.13351,2
4.08307, 9.53557, 11.1493,3
1.74364, 8.95321, 10.5452,3
0.897251, 0.694488, 4.86532,0
16.9595, 6.99941, 6.24418,2
2.07121, 3.63816, 9.12969,0
18.4478, 4.83644, 9.68113,2
9.57953, 12.1478, 15.4389,3
3.34669, 1.37985, 8.14076,0
10.0505, 10.5831, 10.4784,3
6.3993, 10.1466, 14.448,3
13.4412, 5.66351, 7.93109,2
2.56545, 11.0154, 6.12113,3
7.19517, 11.8191, 14.1699,3
4.90243, 8.83486, 11.7703,3
0.88468, 1.56285, 7.50376,0
15.6194, 3.72047, 7.6649,2
12.2678, 4.73771, 13.1218,2
3.22796, 1.07328, 8.72481,0
4.42748, 9.74093, 10.337,3
14.26, 11.9596, 9.82702,2
22.6984, 6.88892, 14.4036,2
5.5581, 11.3865, 11.0522,3
2.73789, 3.64606, 6.16044,0
4.71189, 9.87635, 9.4924,3
2.89571, 9.03147, 8.54779,3
3.56009, 8.88663, 10.9507,3
6.6411, 11.329, 8.80224,3
3.57768, 3.67092, 8.85768,0
7.07542, 4.93172, -0.698716,1
3.5226, 10.7859, 10.6975,3
7.81022, 8.20278, 14.4877,3
6.81756, 10.3997, 13.8334,3
7.44825, 11.5688, 5.63041,3
11.9527, 7.13069, 8.46165,2
-1.66545, 4.98776, -1.79497,1
3.89483, 3.34597, 9.18433,0
2.80924, 9.59498, 9.10109,3
9.36595, 10.6098, 15.1974,3
8.01456, 12.4595, 15.4587,3
17.1093, 7.02539, 9.74882,2
3.56998, 9.53657, 13.8343,3
11.2062, 11.7153, 16.1147,3
11.2047, 12.3761, 14.8639,3
-4.39709, 8.32549, 0.56772,1
9.49311, 11.2747, 15.5549,3
16.4419, 10.7078, 12.1358,2
12.8489, 5.95442, 11.4753,2
7.66095, 10.6968, 12.7767,3
7.48941, 9.92123, 15.5174,3
7.5656, 7.24291, 6.64999,3
-3.05962, 8.83718, -2.6607,1
-2.5586, 15.3474, 13.588,3
2.42858, 2.35767, 8.93574,0
5.68978, 9.40068, 2.70754,1
13.2437, 16.0902, 3.27192,2
2.81598, 9.96758, 1.68843,1
2.04834, 0.655328, 6.46933,0
14.9356, 4.89011, 8.58839,2
15.8142, 8.88091, 12.2389,2
16.2466, 5.52684, 5.67332,2
1.78319, 8.5277, 8.39135,3
4.1963, 9.55996, 8.96491,3
7.9533, 24.0947, 13.3685,3
7.77092, 10.6286, 12.8671,3
14.2398, 0.897261, 6.55082,2
6.83328, 10.706, 14.1872,3
8.61842, 8.43645, 12.4634,3
8.11217, 10.7164, 14.1724,3
7.79305, 9.73709, 12.9835,3
17.171, 7.5705, 12.1874,2
1.2289, 11.1252, 4.07631,1
4.38643, 11.2868, 10.0003,3
8.33183, 10.3419, 13.4848,3
2.73293, 2.82272, 7.75466,0
13.6693, 17.9476, 16.5074,3
3.40554, 9.9971, 9.56197,3
2.05717, 9.97692, 8.62368,3
4.64594, 9.71495, 11.716,3
2.93176, 1.17153, 8.20076,0
9.32331, -3.32514, 2.73066,0
4.05769, 11.3095, 10.2905,3
16.5243, 2.98027, 12.2033,2
4.19232, 9.85765, 9.92144,3
6.23661, 12.019, 12.8402,3
7.60456, 9.45702, 11.0744,3
15.0743, 7.92803, 7.95046,2
3.77682, 7.58644, 7.08103,0
13.6687, 9.12316, 11.3503,2
15.2547, 5.77319, 9.80771,2
-0.188415, 6.64983, 2.33549,1
7.18292, 9.19439, 12.4365,3
2.04037, 2.09052, 7.36404,0
1.89853, -0.0490354, 5.6049,0
3.4306, 8.66355, 8.55414,3
10.6816, 3.05736, 7.14496,2
3.79627, 0.781791, 7.0403,0
3.66631, 8.56364, 8.71281,3
0.995488, -1.43613, 6.10497,0
10.5345, 11.2102, 14.9445,3
2.5317, 0.790119, 5.13176,0
10.6052, -1.40705, 10.1135,2
15.6459, 8.5807, 6.76439,2
6.30487, 12.2855, 6.5928,3
3.32008, 1.33907, 6.7477,0
9.82348, 11.021, 14.0391,3
9.65714, 17.2928, 11.0101,3
3.20642, 2.1521, 9.25383,0
4.33465, 11.6233, 9.63818,3
1.30173, 0.787892, 6.46407,0
11.6628, 3.82579, 5.70129,2
1.41803, 0.852985, 10.287,0
9.10865, 12.0079, 13.2189,3
1.68455, 1.94659, 7.79858,0
13.3432, 2.36326, 7.30109,2
5.86787, 12.6721, 9.56552,3
-6.13927, 9.38968, -3.98281,1
2.31285, 8.76426, 10.1616,3
15.2077, 3.43405, 3.5676,2
11.4529, 6.27308, 11.886,2
3.89244, 3.74179, 7.41787,0
15.2042, 6.76995, 11.3111,2
7.34269, 10.5731, 7.66502,3
2.53322, 10.4437, 8.91354,3
19.0628, 5.53411, 8.81278,2
2.97652, 1.87149, 6.70689,0
3.63105, 9.66256, 9.01927,3
11.0066, 4.5682, 2.08255,2
16.4664, 4.22822, 9.24152,2
12.4943, 4.04824, 8.48479,2
3.45665, 3.64285, 8.96774,0
10.7928, 4.32518, 4.09657,2
8.28677, 11.0782, 13.4709,3
2.49566, 9.57102, 12.183,3
5.1769, 9.00591, 4.42662,3
7.25292, 12.4278, 12.5773,3
2.50305, -0.410039, 7.0445,0
14.6459, 7.10716, 12.0303,2
0.602894, 10.4704, 4.3229,1
2.71523, 8.89908, 9.40204,3
8.64547, 10.4524, 13.147,3
11.2104, 12.2285, 15.1555,3
5.48155, 11.3018, 11.6032,3
4.47131, 9.73145, 11.2063,3
4.02014, 9.76941, 10.834,3
-2.54229, 6.96203, -7.09294,1
5.30737, 3.70546, -10.0342,1
16.5535, 6.66556, 6.77769,2
5.33311, 10.7699, 9.69346,3
-1.32195, 10.9579, 4.02499,1
6.45761, 10.3934, 15.8351,3
4.73735, 10.3235, 9.00228,3
3.04577, 4.79329, 8.26144,0
0.0727626, 20.2179, 9.46672,3
16.3143, 6.12694, 12.5525,2
1.07295, 1.25163, 8.36302,0
3.80701, 11.0145, 7.80045,3
8.58679, 11.1507, 13.2213,3
14.6845, 7.45812, 11.306,2
19.4086, 7.68916, 10.1059,2
3.48522, 2.63207, 9.07525,0
9.37143, 11.3291, 17.2417,3
3.56823, 9.76363, 9.74343,3
7.88006, 10.4845, 13.5733,3
-0.69312, 12.625, -6.89413,1
11.4819, 2.00087, 6.97444,2
2.77996, 7.83209, 6.53624,0
3.85575, 2.42207, 7.97373,0
6.31836, 11.2606, 11.8556,3
1.81178, 16.2208, 11.1745,3
18.4063, 11.4522, 12.7764,2
2.93215, 2.48105, 8.75378,0
3.3104, 3.5031, 8.71494,0
10.5148, 0.258098, 1.89401,0
3.92702, 8.42585, 11.9157,3
-8.78998, 3.12275, -6.0254,1
3.50776, 10.9209, 9.72842,3
11.2969, 2.12941, 3.19114,2
12.9969, 6.19136, 11.3998,2
7.5432, 9.91045, 11.7806,3
17.3651, 5.90585, 9.9996,2
8.4326, 5.41864, 4.85171,0
13.9285, 6.95072, 8.42304,2
4.52005, 10.8925, 9.8015,3
5.57846, 8.43563, 8.28924,3
-2.46496, 8.82742, 6.12624,0
13.0333, 2.37792, 6.60509,2
5.58081, 9.54677, 12.9493,3
5.06114, 11.447, 9.25725,3
4.73619, 11.3773, 10.8526,3
6.02342, 10.4565, 11.9874,3
9.58166, 5.09409, 7.03561,2
12.2342, 7.57025, 10.2274,2
17.2252, 9.23314, 13.4572,2
3.96639, 10.3585, 13.4248,3
10.6635, 12.2656, 15.6772,3
6.89022, 11.5548, 13.2592,3
5.33828, 9.32728, 7.69048,3
-2.22931, 5.67226, -2.18745,1
13.7068, 5.37314, 5.89128,2
1.25238, 8.05082, 9.65837,3
3.04994, 2.76682, 9.10473,0
6.67686, 9.14863, 12.5014,3
4.20905, 4.41775, 9.33264,0
3.06149, 1.40616, 7.36788,0
2.56781, 3.15127, 8.88621,0
6.37765, 10.1632, 11.5989,3
5.27061, 17.9821, 14.2563,3
6.9203, 9.67338, 10.4922,3
0.549354, 1.7203, 7.76125,0
13.2252, 4.81046, 11.8306,2
6.99531, 10.4164, 11.8271,3
7.69908, 16.5554, -1.06846,1
6.44455, 9.5784, 13.3675,3
2.39522, 14.0256, 14.4173,3
0.794349, -0.524529, 4.9601,0
3.14175, -0.179708, 7.01968,0
5.65291, 10.242, 10.0567,3
7.09381, 9.23893, 11.9231,3
2.16043, 1.01889, 8.15984,0
14.2559, 12.1797, 15.7252,3
5.01866, 11.1046, 9.74455,3
8.75193, 12.1262, 14.9692,3
-0.602595, 5.11117, -2.30928,1
17.3387, 4.83556, 8.86371,2
8.19953, 14.0291, 14.2646,3
8.86257, 10.4186, 13.8113,3
3.01603, 3.68984, 6.9015,0
8.61968, 10.324, 13.6424,3
15.3126, 8.42052, 12.9228,2
2.28089, 2.52911, 7.89032,0
6.6796, 10.615, 13.3073,3
5.807, 9.72028, 12.3144,3
5.85723, 14.0887, 10.7457,3
0.627685, 12.5751, 0.835296,1
19.4033, 5.81559, 9.94864,2
13.9862, 8.26561, 14.4343,2
3.2586, 10.1905, 9.27073,3
9.75636, 12.0348, 15.5597,3
16.7592, 9.02823, 11.6161,2
8.47774, 10.7469, 14.2803,3
7.06192, 10.165, 15.6175,3
17.3245, 8.60657, 15.031,2
-11.1256, 4.10961, -2.95883,1
20.4687, 11.6835, 15.07,2
9.60461, 6.8986, 7.6241,2
4.73639, 10.6609, 9.3752,3
6.65213, 8.59627, 10.299,3
1.67519, 1.83226, 5.76431,0
0.605482, 2.75942, 7.24335,0
6.26491, 16.2994, 0.42126,1
9.51349, 9.02334, 13.5221,3
2.62988, 0.927023, 7.41599,0
4.79486, 10.9907, -3.38708,1
12.7842, 1.23225, 6.48988,2
14.9906, 7.75724, 11.3534,2
6.62326, 9.11704, 12.307,3
9.31631, 11.0903, 13.7283,3
5.06455, 10.7782, 8.76019,3
8.73517, 3.06335, 5.10171,0
5.78855, 10.7819, 12.7962,3
16.6138, 9.10497, 8.79803,2
5.98649, 8.61203, 11.189,3
6.172, 10.2456, 13.0722,3
6.61521, 6.23066, 9.2199,3
16.6552, 4.01367, 9.49586,2
9.31513, 12.0945, -4.19583,1
4.44112, 11.1844, 10.6334,3
5.17353, 3.49878, 9.97329,0
2.60669, 9.96323, 10.734,3
0.249437, 2.69207, 8.38367,0
-3.26467, 7.17028, -5.91312,1
8.3737, 11.0913, 14.2151,3
3.64908, 2.9026, 8.10489,0
14.0814, 2.85243, 9.50024,2
10.8665, 12.4516, 14.6994,3
-2.55913, 7.05362, -4.73259,1
4.66059, 9.37742, 10.4574,3
9.45232, 12.4344, 10.9013,3
7.65955, 10.3202, 15.2892,3
3.5123, 12.2843, 9.71067,3
0.944971, 1.79987, 4.91892,0
3.12992, 2.19537, 8.49988,0
16.503, 3.21775, 9.51257,2
5.21784, 10.5323, 10.8014,3
2.83956, 3.22848, 6.29324,0
1.61983, 9.53175, 9.7746,3
6.20243, 11.5838, 8.64976,3
2.23488, 10.0121, 8.83503,3
1.73608, 0.409608, 7.47306,0
5.13327, 13.6634, 5.95467,3
3.09902, 1.24013, 6.35924,0
5.33651, 11.9163, 8.41479,3
15.1758, 4.09239, 10.4939,2
13.9232, 3.54146, 9.53903,2
8.21104, 10.4891, 14.6682,3
2.61515, 3.48586, 8.12653,0
4.80687, 2.91517, 9.16815,0
2.78957, 2.52773, 7.93127,0
10.434, 5.89634, 6.02635,2
4.17945, 12.1803, 11.3807,3
13.3495, 5.78229, 10.9905,2
19.3928, 5.88363, 6.70726,2
2.19636, 1.2141, 6.29246,0
-6.13849, 6.90207, -8.3356,1
1.62759, 1.84755, 6.21663,0
4.27949, 11.3809, 8.02942,3
6.42579, 10.7, 14.0602,3
6.90402, 10.2182, 12.7682,3
4.51413, 10.7861, 9.62197,3
22.6692, 9.5489, 15.7427,2
12.7627, 3.41279, 8.71708,2
0.181731, 0.499143, 5.75007,0
3.85423, 14.9247, 11.0711,3
2.0432, 9.4364, 9.69829,3
5.84252, 11.2595, 10.4613,3
7.78781, 19.6163, 7.94566,3
5.53448, 10.097, 11.4073,3
4.25625, 1.94778, 7.00266,0
5.78375, 10.4601, 12.9998,3
13.3393, 9.36961, 9.03871,2
11.4914, 1.62873, 4.85286,2
7.07218, 9.50261, 12.2675,3
-4.37258, 12.7204, -7.16087,1
8.74309, 3.31645, 7.1883,0
2.82608, 2.20187, 8.94243,0
17.6126, 6.56584, 9.26589,2
13.7794, 6.8442, 9.02376,2
2.25053, 3.03085, 7.57942,0
5.49393, 11.1178, 9.82687,3
0.636284, 0.884765, 6.18744,0
-5.19985, 15.9336, 4.79914,1
5.59444, 10.4789, 10.4403,3
11.6787, -3.08076, 5.74883,2
12.5462, 5.09226, 6.36915,2
4.24368, 6.62295, 7.25689,0
10.7135, 8.44652, 0.638433,2
7.27592, 16.1171, 7.80134,3
16.4162, 10.8096, 13.832,2
12.6184, 5.32109, 6.95817,2
16.8043, 8.57536, 12.492,2
10.0416, 9.44809, 12.1568,3
0.0051018, -0.0751638, 5.52991,0
15.2816, 3.97148, 6.88414,2
7.0834, 8.75622, 12.5034,3
7.04488, 10.9838, 13.5434,3
14.2599, 6.10856, 8.0794,2
2.24963, 1.81949, 7.94055,0
12.9809, 5.74343, 8.1269,2
7.4704, 10.428, 13.1857,3
1.30987, 0.0127389, 8.08675,0
3.58488, 2.86746, 10.1817,0
5.96402, 9.42609, 13.2029,3
16.6649, 13.7974, 1.78759,2
-1.99964, 10.3982, 7.44049,3
5.11752, 10.6734, 3.50653,1
5.73511, 1.35945, 5.80387,0
2.04679, 9.55903, 7.67082,3
5.22567, 10.1879, 11.3878,3
3.29529, 9.92949, 10.2676,3
4.48197, 10.3827, 0.478211,1
1.08459, 12.8516, 10.0037,3
6.62258, 11.0561, 11.8737,3
5.64353, 9.84428, 16.047,3
3.03161, 2.51654, 9.25961,0
-2.2031, 7.97857, 1.86925,1
22.2403, 10.3658, 15.2305,2
0.846246, 1.74234, 6.76774,0
6.48792, 11.0005, 11.043,3
8.7107, 11.09, 12.8255,3
4.49018, 11.6343, 9.05147,3
19.6196, 12.2304, 14.6485,2
0.347407, 2.21778, 7.72172,0
2.57732, 1.60473, 5.97829,0
4.07508, 9.68621, 9.03976,3
0.225238, -0.131998, 6.06764,0
2.98801, 1.80059, 7.55092,0
3.08887, 9.97565, 8.7308,3
20.5165, 10.274, 15.8061,2
9.14638, 11.5946, 16.6447,3
3.20202, 11.6778, 10.5707,3
15.8139, 5.24978, 8.79317,2
1.76425, 0.303781, 6.52329,0
4.19579, 3.10202, 9.64363,0
14.1438, 7.92527, 13.0866,2
19.6333, 9.04715, 13.4218,2
9.62364, 12.3618, 15.4406,3
2.29881, 3.78356, 6.34118,0
3.88066, 10.1889, 7.76511,3
7.64426, 7.57806, 2.65866,0
4.41836, 3.3925, 8.57877,0
4.27609, 11.9887, 10.5923,3
5.99924, 9.98537, 13.2979,3
5.69241, 13.6396, 9.11001,3
4.04051, 10.9062, 9.89224,3
14.4163, 2.61593, 4.08868,2
7.97698, 9.34309, 14.3085,3
3.97287, 10.8467, 9.00732,3
14.4879, 9.74124, 11.6002,2
3.83034, 9.72313, 11.1512,3
11.9463, 4.35001, 7.19098,2
8.8603, 12.2318, 15.309,3
14.5387, 7.93748, 5.49933,2
5.40506, 10.983, 9.85372,3
2.66265, 1.62143, 6.11889,0
3.0922, 9.30675, 7.59484,3
16.3013, 5.24828, 8.07777,2
17.8033, 5.89389, 9.51687,2
2.79545, 9.99688, 9.46231,3
7.29274, 13.9167, 11.4284,3
8.35346, 11.2846, 13.9644,3
3.44578, 10.1061, 8.44737,3
5.25249, 12.1497, 6.90786,3
14.3279, 5.04842, 10.8597,2
-0.778531, -0.690116, 5.53451,0
9.41784, 10.2344, 14.9572,3
13.7514, 4.81622, 8.31998,2
4.75297, 8.28667, -3.11136,1
7.29825, 11.921, 12.7381,3
6.09545, 12.809, 9.56471,3
18.546, 10.4739, 9.67671,2
8.46582, 11.1139, 13.7522,3
2.55494, 1.56061, 9.70943,0
13.8596, 4.78351, 7.0146,2
8.43321, 10.9317, 15.1572,3
14.0937, 3.63523, 6.68447,2
8.60736, 11.0199, 15.9111,3
15.2937, 2.25446, 9.20594,2
2.78092, 10.337, 10.0701,3
1.95414, 1.7887, 7.54678,0
2.48177, 7.39043, 8.83348,0
5.10587, 9.75859, 8.5997,3
10.4538, 10.8148, 14.7713,3
6.87368, 12.0725, 14.5199,3
-12.0428, 16.3226, 3.12574,1
2.91763, 1.06698, 7.43979,0
8.29388, 9.95138, 13.8768,3
4.89931, 1.20254, 7.30824,0
6.50267, 10.0384, 13.4167,3
-2.0893, 9.311, -2.4041,1
15.5395, 4.26919, 10.8113,2
0.582294, 12.0377, 8.79251,3
7.28282, 11.767, 2.13998,1
12.9538, 3.54798, 9.67891,2
8.37864, 13.0902, 13.0023,3
14.691, 9.0572, 11.5326,2
3.11438, 2.92198, 8.39105,0
5.5477, 7.50054, 9.49307,3
3.65189, 11.3206, 9.44879,3
8.6205, 10.6579, 12.9085,3
2.89542, -0.652097, 7.10319,0
8.16791, 22.2435, 8.89372,3
3.87632, 3.66467, 8.64485,0
4.48278, 9.25511, 9.72108,3
1.44101, 2.29578, 7.43373,0
-3.02514, 11.1151, -5.51442,1
9.31811, 12.3586, 12.522,3
7.60089, 10.8598, 12.9029,3
5.36848, 10.4239, 9.67854,3
18.2602, 25.5371, 9.0417,3
3.6421, 0.133336, 8.32315,0
18.7261, 5.37373, 8.68773,2
8.36828, 10.4796, 12.5833,3
5.36703, 0.655194, -5.29135,1
7.57377, 8.27417, 11.5627,3
5.09582, 10.6086, 10.1747,3
11.4246, 6.25833, 7.04922,2
2.67673, 1.85016, 7.0592,0
15.7709, 16.4825, 7.93768,2
2.14813, -0.189817, 8.29257,0
-3.47763, 10.4382, -8.41193,1
7.34897, 10.4291, 13.6301,3
-1.40013, 3.13377, -2.55554,1
4.72497, 8.66532, 10.5108,3
-3.17311, 8.36807, 4.56438,1
7.12428, 11.8102, 12.6867,3
13.7541, 5.55882, 7.51958,2
3.7679, 10.4167, 9.25411,3
