idImage,patchId,clusterId
15,820,110
15,821,110
15,822,110
15,823,83
15,824,63
15,825,110
15,826,96
15,827,110
15,828,83
15,829,63
15,830,63
15,831,110
15,832,110
15,833,110
15,834,83
15,835,63
15,836,110
15,837,96
15,838,110
15,839,110
15,840,83
15,841,105
15,842,105
15,843,63
15,844,88
15,845,110
16,846,23
16,847,23
16,848,23
16,849,23
16,850,23
16,851,23
16,852,23
16,853,23
16,854,23
16,855,23
16,856,23
16,857,23
16,858,23
16,859,23
16,860,23
16,861,23
16,862,23
16,863,23
16,864,23
16,865,23
16,866,23
16,867,23
16,868,23
16,869,23
16,870,23
16,871,23
16,872,23
16,873,23
16,874,23
16,875,23
16,876,23
16,877,23
16,878,23
16,879,23
16,880,23
16,881,23
16,882,23
16,883,23
16,884,23
16,885,23
16,886,23
16,887,11
16,888,23
16,889,23
16,890,23
16,891,23
16,892,23
16,893,23
16,894,23
16,895,23
16,896,23
16,897,23
16,898,23
16,899,23
16,900,23
16,901,23
16,902,23
17,903,77
17,904,108
17,905,77
17,906,77
17,907,77
17,908,77
17,909,77
17,910,108
17,911,108
17,912,77
17,913,77
17,914,77
17,915,77
17,916,77
17,917,108
17,918,77
17,919,77
17,920,108
17,921,108
17,922,77
17,923,77
17,924,108
17,925,77
17,926,77
17,927,77
17,928,108
17,929,108
17,930,77
17,931,108
17,932,77
17,933,77
17,934,108
17,935,77
17,936,77
17,937,77
17,938,77
17,939,108
17,940,108
17,941,77
17,942,77
17,943,108
17,944,77
17,945,77
17,946,77
17,947,77
17,948,108
17,949,77
17,950,77
17,951,108
17,952,77
17,953,77
17,954,77
17,955,77
17,956,77
17,957,77
18,958,71
18,959,7
18,960,7
18,961,7
18,962,7
18,963,7
18,964,49
18,965,49
18,966,7
18,967,7
18,968,49
18,969,7
18,970,49
18,971,91
18,972,49
18,973,49
18,974,49
18,975,49
18,976,40
18,977,7
18,978,7
18,979,7
18,980,7
18,981,7
18,982,7
18,983,7
18,984,7
18,985,7
18,986,16
18,987,7
18,988,7
18,989,7
18,990,49
18,991,49
18,992,49
18,993,49
18,994,49
18,995,7
18,996,49
18,997,49
18,998,49
18,999,49
18,1000,49
18,1001,7
18,1002,7
18,1003,7
18,1004,7
18,1005,91
18,1006,7
18,1007,7
18,1008,7
18,1009,7
18,1010,7
18,1011,7
18,1012,7
18,1013,7
18,1014,49
18,1015,7
18,1016,49
18,1017,7
18,1018,49
18,1019,7
18,1020,49
19,1021,107
19,1022,86
19,1023,86
19,1024,86
19,1025,22
19,1026,107
19,1027,86
19,1028,18
19,1029,18
19,1030,107
19,1031,87
19,1032,86
19,1033,107
19,1034,107
19,1035,86
19,1036,107
19,1037,107
19,1038,107
19,1039,86
19,1040,108
19,1041,107
19,1042,107
19,1043,86
19,1044,107
19,1045,107
19,1046,107
19,1047,86
19,1048,107
19,1049,107
19,1050,107
19,1051,107
19,1052,87
19,1053,107
19,1054,107
19,1055,107
19,1056,107
19,1057,87
19,1058,107
19,1059,107
19,1060,87
19,1061,11
19,1062,107
19,1063,107
19,1064,22
19,1065,107
19,1066,87
19,1067,107
19,1068,107
19,1069,86
19,1070,107
19,1071,86
19,1072,107
20,1073,30
20,1074,30
20,1075,30
20,1076,30
20,1077,30
20,1078,30
20,1079,30
20,1080,30
20,1081,30
20,1082,30
20,1083,30
20,1084,30
20,1085,30
20,1086,30
20,1087,30
20,1088,30
20,1089,30
20,1090,30
20,1091,30
20,1092,30
20,1093,30
20,1094,30
20,1095,30
20,1096,30
20,1097,30
20,1098,30
20,1099,30
20,1100,30
20,1101,30
20,1102,30
20,1103,30
20,1104,30
20,1105,30
20,1106,30
20,1107,30
20,1108,30
20,1109,30
20,1110,30
20,1111,30
20,1112,30
20,1113,30
20,1114,30
20,1115,30
20,1116,30
20,1117,30
20,1118,30
20,1119,30
20,1120,30
20,1121,30
20,1122,30
20,1123,30
20,1124,30
20,1125,30
20,1126,30
20,1127,30
20,1128,30
20,1129,30
20,1130,30
20,1131,30
21,1132,69
21,1133,69
21,1134,69
21,1135,69
21,1136,69
21,1137,69
21,1138,69
21,1139,69
21,1140,69
21,1141,69
21,1142,69
21,1143,69
21,1144,69
21,1145,69
21,1146,69
21,1147,69
21,1148,69
21,1149,69
21,1150,69
21,1151,69
21,1152,69
21,1153,69
21,1154,69
21,1155,69
21,1156,69
21,1157,69
21,1158,69
21,1159,69
21,1160,69
21,1161,94
21,1162,69
21,1163,69
21,1164,69
21,1165,69
21,1166,69
21,1167,69
21,1168,69
21,1169,69
21,1170,69
21,1171,69
21,1172,69
21,1173,69
21,1174,69
21,1175,69
21,1176,69
21,1177,69
21,1178,94
21,1179,69
21,1180,69
21,1181,69
21,1182,69
22,1183,25
22,1184,85
22,1185,85
22,1186,81
22,1187,70
22,1188,25
22,1189,25
22,1190,18
22,1191,85
22,1192,85
22,1193,85
22,1194,85
22,1195,57
22,1196,86
22,1197,25
22,1198,18
22,1199,44
22,1200,85
22,1201,85
22,1202,85
22,1203,57
22,1204,70
22,1205,18
22,1206,18
22,1207,85
22,1208,85
22,1209,81
22,1210,70
22,1211,25
22,1212,25
22,1213,81
22,1214,85
22,1215,85
22,1216,85
22,1217,57
22,1218,25
22,1219,81
22,1220,18
22,1221,81
22,1222,85
22,1223,85
22,1224,85
22,1225,70
22,1226,25
22,1227,99
22,1228,85
22,1229,85
22,1230,70
22,1231,25
22,1232,81
22,1233,81
22,1234,85
22,1235,85
22,1236,67
22,1237,70
22,1238,25
22,1239,81
22,1240,81
22,1241,85
22,1242,85
22,1243,70
23,1244,102
23,1245,73
23,1246,40
23,1247,84
23,1248,87
23,1249,84
23,1250,87
23,1251,79
23,1252,107
23,1253,42
23,1254,84
23,1255,84
23,1256,56
23,1257,56
23,1258,48
23,1259,87
23,1260,56
23,1261,56
23,1262,75
23,1263,84
23,1264,39
23,1265,42
23,1266,87
23,1267,71
23,1268,21
23,1269,28
23,1270,87
23,1271,84
23,1272,42
23,1273,39
23,1274,42
23,1275,40
23,1276,79
23,1277,84
23,1278,40
23,1279,42
23,1280,79
23,1281,56
23,1282,21
23,1283,21
23,1284,84
23,1285,42
23,1286,28
23,1287,84
23,1288,21
23,1289,11
23,1290,32
23,1291,84
23,1292,40
23,1293,21
23,1294,44
23,1295,44
23,1296,40
23,1297,71
23,1298,87
23,1299,28
23,1300,39
23,1301,84
23,1302,40
24,1303,22
24,1304,8
24,1305,9
24,1306,8
24,1307,18
24,1308,8
24,1309,8
24,1310,9
24,1311,9
24,1312,9
24,1313,8
24,1314,8
24,1315,9
24,1316,22
24,1317,99
24,1318,99
24,1319,9
24,1320,8
24,1321,81
24,1322,9
24,1323,99
24,1324,99
24,1325,70
24,1326,92
24,1327,81
24,1328,8
24,1329,8
24,1330,70
24,1331,33
24,1332,8
24,1333,9
24,1334,8
24,1335,8
24,1336,8
24,1337,70
24,1338,57
24,1339,81
24,1340,57
24,1341,8
24,1342,70
24,1343,81
24,1344,81
24,1345,57
24,1346,8
24,1347,8
24,1348,33
24,1349,57
24,1350,57
24,1351,57
24,1352,57
24,1353,8
24,1354,8
25,1355,75
25,1356,29
25,1357,1
25,1358,29
25,1359,29
25,1360,29
25,1361,65
25,1362,19
25,1363,100
25,1364,19
25,1365,100
25,1366,100
25,1367,100
25,1368,58
25,1369,1
25,1370,29
25,1371,29
25,1372,29
25,1373,29
25,1374,29
25,1375,29
25,1376,29
25,1377,65
25,1378,100
25,1379,100
25,1380,100
25,1381,100
25,1382,100
25,1383,100
25,1384,58
25,1385,29
25,1386,1
25,1387,75
25,1388,102
25,1389,62
25,1390,100
25,1391,100
25,1392,100
25,1393,100
25,1394,28
25,1395,28
25,1396,102
25,1397,19
25,1398,1
25,1399,62
25,1400,65
25,1401,100
25,1402,14
25,1403,100
25,1404,100
25,1405,100
25,1406,100
25,1407,65
25,1408,28
25,1409,19
25,1410,102
25,1411,102
25,1412,75
25,1413,62
26,1414,64
26,1415,64
26,1416,64
26,1417,31
26,1418,64
26,1419,64
26,1420,64
26,1421,64
26,1422,64
26,1423,64
26,1424,64
26,1425,64
26,1426,64
26,1427,64
26,1428,64
26,1429,64
26,1430,64
26,1431,64
26,1432,64
26,1433,64
26,1434,64
26,1435,64
26,1436,64
26,1437,64
26,1438,64
26,1439,64
26,1440,64
26,1441,64
26,1442,64
26,1443,64
26,1444,64
26,1445,64
26,1446,64
26,1447,64
26,1448,64
26,1449,64
26,1450,64
26,1451,64
26,1452,64
26,1453,64
26,1454,64
26,1455,64
26,1456,64
26,1457,64
26,1458,64
26,1459,64
26,1460,64
26,1461,64
26,1462,64
26,1463,64
26,1464,64
26,1465,64
26,1466,64
26,1467,64
26,1468,64
26,1469,64
26,1470,64
27,1471,39
27,1472,44
27,1473,95
27,1474,11
27,1475,73
27,1476,55
27,1477,28
27,1478,102
27,1479,73
27,1480,95
27,1481,55
27,1482,87
27,1483,95
27,1484,11
27,1485,11
27,1486,42
27,1487,84
27,1488,39
27,1489,56
27,1490,51
27,1491,28
27,1492,95
27,1493,39
27,1494,95
27,1495,84
27,1496,39
27,1497,86
27,1498,39
27,1499,34
27,1500,56
27,1501,73
27,1502,39
27,1503,39
27,1504,87
27,1505,55
27,1506,39
27,1507,73
27,1508,44
27,1509,78
27,1510,28
27,1511,28
27,1512,56
27,1513,32
27,1514,71
27,1515,55
27,1516,71
27,1517,39
27,1518,55
27,1519,42
27,1520,102
27,1521,40
27,1522,28
27,1523,40
27,1524,28
27,1525,55
27,1526,11
28,1527,56
28,1528,56
28,1529,56
28,1530,40
28,1531,56
28,1532,11
28,1533,56
28,1534,10
28,1535,85
28,1536,99
28,1537,42
28,1538,56
28,1539,11
28,1540,56
28,1541,107
28,1542,56
28,1543,11
28,1544,11
28,1545,56
28,1546,56
28,1547,56
28,1548,56
28,1549,56
28,1550,11
28,1551,56
28,1552,56
28,1553,56
28,1554,56
28,1555,56
28,1556,42
28,1557,56
28,1558,99
28,1559,40
28,1560,11
28,1561,56
28,1562,56
28,1563,56
28,1564,11
28,1565,11
28,1566,56
28,1567,56
28,1568,56
28,1569,11
28,1570,56
28,1571,56
28,1572,56
28,1573,23
28,1574,11
28,1575,56
28,1576,56
28,1577,56
28,1578,56
28,1579,56
28,1580,11
28,1581,56
28,1582,56
28,1583,44
28,1584,44
28,1585,56
29,1586,11
29,1587,11
29,1588,11
29,1589,11
29,1590,56
29,1591,56
29,1592,56
29,1593,56
29,1594,11
29,1595,99
29,1596,11
29,1597,11
29,1598,56
29,1599,56
29,1600,40
29,1601,56
29,1602,56
29,1603,11
29,1604,56
29,1605,56
29,1606,56
29,1607,56
29,1608,56
29,1609,56
29,1610,11
29,1611,56
29,1612,11
29,1613,56
29,1614,42
29,1615,11
29,1616,56
29,1617,56
29,1618,56
29,1619,56
29,1620,56
29,1621,11
29,1622,56
29,1623,56
29,1624,56
29,1625,11
29,1626,11
29,1627,56
29,1628,56
29,1629,56
29,1630,42
29,1631,11
29,1632,56
29,1633,56
29,1634,56
29,1635,56
29,1636,11
29,1637,107
29,1638,56
29,1639,56
29,1640,11
29,1641,56
29,1642,11
29,1643,56
29,1644,56
30,1645,73
30,1646,95
30,1647,82
30,1648,26
30,1649,1
30,1650,40
30,1651,73
30,1652,73
30,1653,75
30,1654,95
30,1655,95
30,1656,100
30,1657,75
30,1658,75
30,1659,55
30,1660,75
30,1661,48
30,1662,106
30,1663,55
30,1664,26
30,1665,106
30,1666,60
30,1667,34
30,1668,102
30,1669,60
30,1670,61
30,1671,106
30,1672,65
30,1673,60
30,1674,26
30,1675,1
30,1676,95
30,1677,102
30,1678,73
30,1679,100
30,1680,1
30,1681,1
30,1682,55
30,1683,1
30,1684,62
30,1685,84
30,1686,19
30,1687,48
30,1688,14
30,1689,82
30,1690,19
30,1691,28
30,1692,62
30,1693,62
30,1694,60
30,1695,78
30,1696,55
30,1697,75
30,1698,78
30,1699,78
30,1700,79
30,1701,106
30,1702,84
30,1703,19
30,1704,55
31,1705,71
31,1706,48
31,1707,48
31,1708,106
31,1709,106
31,1710,73
31,1711,71
31,1712,73
31,1713,58
31,1714,73
31,1715,28
31,1716,82
31,1717,28
31,1718,28
31,1719,106
31,1720,71
31,1721,73
31,1722,73
31,1723,21
31,1724,73
31,1725,87
31,1726,73
31,1727,14
31,1728,32
31,1729,51
31,1730,34
31,1731,40
31,1732,32
31,1733,55
31,1734,73
31,1735,84
31,1736,84
31,1737,85
31,1738,106
31,1739,39
31,1740,71
31,1741,51
31,1742,73
31,1743,106
31,1744,69
31,1745,51
31,1746,73
31,1747,73
31,1748,49
31,1749,23
31,1750,7
31,1751,82
31,1752,39
31,1753,73
31,1754,56
31,1755,40
31,1756,42
31,1757,71
31,1758,71
31,1759,39
31,1760,84
31,1761,32
31,1762,73
31,1763,85
32,1764,107
32,1765,44
32,1766,44
32,1767,107
32,1768,107
32,1769,107
32,1770,44
32,1771,11
32,1772,107
32,1773,107
32,1774,44
32,1775,40
32,1776,11
32,1777,107
32,1778,107
32,1779,107
32,1780,107
32,1781,107
32,1782,107
32,1783,11
32,1784,107
32,1785,107
32,1786,107
32,1787,107
32,1788,11
32,1789,107
32,1790,44
32,1791,86
32,1792,107
32,1793,107
32,1794,107
32,1795,23
32,1796,107
32,1797,107
32,1798,107
32,1799,11
32,1800,11
32,1801,11
32,1802,107
32,1803,107
32,1804,107
32,1805,11
32,1806,107
32,1807,107
32,1808,107
32,1809,107
32,1810,107
32,1811,40
32,1812,107
32,1813,23
32,1814,107
32,1815,107
32,1816,107
33,1817,44
33,1818,44
33,1819,56
33,1820,1
33,1821,55
33,1822,40
33,1823,44
33,1824,40
33,1825,44
33,1826,44
33,1827,107
33,1828,44
33,1829,99
33,1830,44
33,1831,107
33,1832,55
33,1833,107
33,1834,86
33,1835,44
33,1836,44
33,1837,107
33,1838,107
33,1839,44
33,1840,107
33,1841,107
33,1842,107
33,1843,40
33,1844,107
33,1845,40
33,1846,55
33,1847,107
33,1848,107
33,1849,107
33,1850,11
33,1851,79
33,1852,107
33,1853,55
33,1854,107
33,1855,107
33,1856,44
33,1857,11
33,1858,44
33,1859,40
33,1860,86
33,1861,40
33,1862,11
33,1863,44
33,1864,107
33,1865,11
33,1866,55
33,1867,107
33,1868,40
33,1869,107
33,1870,44
33,1871,107
33,1872,23
34,1873,19
34,1874,19
34,1875,19
34,1876,19
34,1877,19
34,1878,19
34,1879,19
34,1880,19
34,1881,19
34,1882,19
34,1883,19
34,1884,19
34,1885,19
34,1886,19
34,1887,19
34,1888,19
34,1889,19
34,1890,19
34,1891,19
34,1892,19
34,1893,19
34,1894,19
34,1895,19
34,1896,19
34,1897,19
34,1898,19
34,1899,19
34,1900,19
34,1901,19
34,1902,19
34,1903,19
34,1904,19
34,1905,19
34,1906,19
34,1907,19
34,1908,19
34,1909,19
34,1910,19
34,1911,19
34,1912,19
34,1913,19
34,1914,19
34,1915,19
34,1916,19
34,1917,19
34,1918,19
34,1919,19
34,1920,19
34,1921,19
34,1922,19
34,1923,19
34,1924,19
34,1925,19
34,1926,19
34,1927,19
34,1928,19
34,1929,19
35,1930,81
35,1931,81
35,1932,81
35,1933,81
35,1934,99
35,1935,81
35,1936,57
35,1937,81
35,1938,18
35,1939,22
35,1940,99
35,1941,99
35,1942,81
35,1943,81
35,1944,99
35,1945,33
35,1946,57
35,1947,67
35,1948,22
35,1949,99
35,1950,81
35,1951,81
35,1952,81
35,1953,81
35,1954,57
35,1955,57
35,1956,8
35,1957,85
35,1958,54
35,1959,81
35,1960,88
35,1961,57
35,1962,8
35,1963,99
35,1964,99
35,1965,85
35,1966,81
35,1967,57
35,1968,81
35,1969,22
35,1970,99
35,1971,85
35,1972,85
35,1973,33
35,1974,9
35,1975,99
35,1976,81
35,1977,54
35,1978,81
35,1979,104
35,1980,57
35,1981,18
36,1982,81
36,1983,81
36,1984,57
36,1985,9
36,1986,8
36,1987,81
36,1988,88
36,1989,9
36,1990,81
36,1991,57
36,1992,88
36,1993,57
36,1994,8
36,1995,81
36,1996,81
36,1997,88
36,1998,88
36,1999,8
36,2000,25
36,2001,25
36,2002,33
36,2003,88
36,2004,8
36,2005,70
36,2006,25
36,2007,81
36,2008,33
36,2009,33
36,2010,88
36,2011,25
36,2012,81
36,2013,103
36,2014,67
36,2015,8
36,2016,57
36,2017,36
36,2018,81
36,2019,33
36,2020,103
36,2021,88
36,2022,9
36,2023,25
36,2024,99
36,2025,81
36,2026,33
36,2027,88
36,2028,57
36,2029,8
36,2030,8
36,2031,25
36,2032,25
36,2033,81
36,2034,33
36,2035,104
36,2036,57
36,2037,18
37,2038,72
37,2039,41
37,2040,41
37,2041,41
37,2042,41
37,2043,41
37,2044,41
37,2045,41
37,2046,41
37,2047,41
37,2048,41
37,2049,41
37,2050,72
37,2051,41
37,2052,41
37,2053,41
37,2054,41
37,2055,41
37,2056,41
37,2057,41
37,2058,41
37,2059,41
37,2060,41
37,2061,41
37,2062,41
37,2063,41
37,2064,41
37,2065,41
37,2066,41
37,2067,41
37,2068,41
37,2069,41
37,2070,41
37,2071,41
37,2072,41
37,2073,41
37,2074,41
37,2075,41
37,2076,41
37,2077,41
37,2078,41
37,2079,41
37,2080,41
37,2081,41
37,2082,41
37,2083,41
37,2084,41
37,2085,41
37,2086,41
37,2087,41
37,2088,41
37,2089,41
37,2090,41
37,2091,41
37,2092,94
37,2093,41
37,2094,41
37,2095,41
37,2096,41
37,2097,41
37,2098,41
37,2099,41
37,2100,41
38,2101,94
38,2102,94
38,2103,94
38,2104,94
38,2105,94
38,2106,94
38,2107,41
38,2108,72
38,2109,41
38,2110,72
38,2111,72
38,2112,72
38,2113,72
38,2114,72
38,2115,72
38,2116,72
38,2117,72
38,2118,72
38,2119,72
38,2120,72
38,2121,72
38,2122,72
38,2123,72
38,2124,72
38,2125,72
38,2126,72
38,2127,72
38,2128,72
38,2129,72
38,2130,72
38,2131,72
38,2132,72
38,2133,72
38,2134,72
38,2135,72
38,2136,72
38,2137,72
38,2138,72
